#SampleID	Sample	Run	Platform	RunDate	sampletype	controltype	cl	clone	treatment	birthday	mother	umother	box	sediment_bottle	extraction_day	extraction_round	pcr_batch	sedtype	seddate	behavior	cloneavgbehavior	clonerank	category	size	cloneavgsize	eggs	Description
D052_A	D052	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L3	BEOHZT10L3	40	A3	d2	3	p1	NA	NA	4.121723946	4.03	2	low	2.8	2.864	1	p303_Alexandra_Mushegian
D052_B	D052	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L3	BEOHZT10L3	40	A3	d2	3	p1	NA	NA	4.121723946	4.03	2	low	2.8	2.864	1	p303_Alexandra_Mushegian
D053_A	D053	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L3	BEOHZT10L3	5	N1	d5	7	p3	NA	NA	4.708939025	4.03	2	low	2.8	2.864	1	p303_Alexandra_Mushegian
D053_B	D053	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L3	BEOHZT10L3	5	N1	d5	7	p3	NA	NA	4.708939025	4.03	2	low	2.8	2.864	1	p303_Alexandra_Mushegian
D047_A	D047	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L1	BEOHZT10L1	9	N1	d3	4	p2	NA	NA	3.792811771	4.03	2	low	2.92	2.864	1	p303_Alexandra_Mushegian
D047_B	D047	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L1	BEOHZT10L1	9	N1	d3	4	p2	NA	NA	3.792811771	4.03	2	low	2.92	2.864	1	p303_Alexandra_Mushegian
D055_A	D055	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L7	BEOHZT10L7	13	A1	d2	3	p1	NA	NA	4.467297256	4.03	2	low	3	2.864	1	p303_Alexandra_Mushegian
D055_B	D055	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L7	BEOHZT10L7	13	A1	d2	3	p1	NA	NA	4.467297256	4.03	2	low	3	2.864	1	p303_Alexandra_Mushegian
D049_A	D049	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L2	BEOHZT10L2	23	A1	d4	6	p2	NA	NA	4.352587671	4.03	2	low	3	2.864	1	p303_Alexandra_Mushegian
D049_B	D049	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L2	BEOHZT10L2	23	A1	d4	6	p2	NA	NA	4.352587671	4.03	2	low	3	2.864	1	p303_Alexandra_Mushegian
D057_A	D057	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L7	BEOHZT10L7	19	N2	d6	9	p4	NA	NA	3.335257256	4.03	2	low	3.08	2.864	1	p303_Alexandra_Mushegian
D057_B	D057	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L7	BEOHZT10L7	19	N2	d6	9	p4	NA	NA	3.335257256	4.03	2	low	3.08	2.864	1	p303_Alexandra_Mushegian
D054_A	D054	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L3	BEOHZT10L3	15	N1	d5	8	p3	NA	NA	3	4.03	2	low	3.12	2.864	1	p303_Alexandra_Mushegian
D054_B	D054	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L3	BEOHZT10L3	15	N1	d5	8	p3	NA	NA	3	4.03	2	low	3.12	2.864	1	p303_Alexandra_Mushegian
D060_A	D060	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L8	BEOHZT10L8	2	N1	d1	1	p1	NA	NA	4.498062315	4.03	2	low	3.16	2.864	1	p303_Alexandra_Mushegian
D060_B	D060	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L8	BEOHZT10L8	2	N1	d1	1	p1	NA	NA	4.498062315	4.03	2	low	3.16	2.864	1	p303_Alexandra_Mushegian
D059_A	D059	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L8	BEOHZT10L8	37	N3	d1	1	p1	NA	NA	3.865932668	4.03	2	low	3.2	2.864	1	p303_Alexandra_Mushegian
D059_B	D059	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L8	BEOHZT10L8	37	N3	d1	1	p1	NA	NA	3.865932668	4.03	2	low	3.2	2.864	1	p303_Alexandra_Mushegian
D056_A	D056	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L7	BEOHZT10L7	47	N4	d3	4	p2	NA	NA	3.806247827	4.03	2	low	3.24	2.864	1	p303_Alexandra_Mushegian
D056_B	D056	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L7	BEOHZT10L7	47	N4	d3	4	p2	NA	NA	3.806247827	4.03	2	low	3.24	2.864	1	p303_Alexandra_Mushegian
D259_A	D259	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	28	J3	NOV7J3	42	A3	d5	8	p3	NA	NA	4.927662874	4.62	8	inter	2.68	2.905454545	0	p303_Alexandra_Mushegian
D259_B	D259	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	28	J3	NOV7J3	42	A3	d5	8	p3	NA	NA	4.927662874	4.62	8	inter	2.68	2.905454545	0	p303_Alexandra_Mushegian
D256_A	D256	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	28	J2	NOV7J2	5	A1	d5	7	p3	NA	NA	3.468495025	4.62	8	inter	2.72	2.905454545	0	p303_Alexandra_Mushegian
D256_B	D256	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	28	J2	NOV7J2	5	A1	d5	7	p3	NA	NA	3.468495025	4.62	8	inter	2.72	2.905454545	0	p303_Alexandra_Mushegian
D258_A	D258	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	SED	28	J2	NOV7J2	40	N3	d2	2	p1	NA	NA	5.094733094	4.62	8	inter	2.8	2.905454545	0	p303_Alexandra_Mushegian
D258_B	D258	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	SED	28	J2	NOV7J2	40	N3	d2	2	p1	NA	NA	5.094733094	4.62	8	inter	2.8	2.905454545	0	p303_Alexandra_Mushegian
D252_A	D252	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	SED	29	J1	NOV7J1	7	N1	d6	9	p4	NA	NA	4.595033021	4.62	8	inter	2.84	2.905454545	0	p303_Alexandra_Mushegian
D252_B	D252	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	SED	29	J1	NOV7J1	7	N1	d6	9	p4	NA	NA	4.595033021	4.62	8	inter	2.84	2.905454545	0	p303_Alexandra_Mushegian
D254_A	D254	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	NET	29	J4	NOV7J4	7	N1	d6	9	p4	NA	NA	4.289075879	4.62	8	inter	2.88	2.905454545	0	p303_Alexandra_Mushegian
D254_B	D254	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	NET	29	J4	NOV7J4	7	N1	d6	9	p4	NA	NA	4.289075879	4.62	8	inter	2.88	2.905454545	0	p303_Alexandra_Mushegian
D251_A	D251	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	NET	29	J1	NOV7J1	21	N2	d2	3	p1	NA	NA	4.562269067	4.62	8	inter	2.88	2.905454545	1	p303_Alexandra_Mushegian
D251_B	D251	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	NET	29	J1	NOV7J1	21	N2	d2	3	p1	NA	NA	4.562269067	4.62	8	inter	2.88	2.905454545	1	p303_Alexandra_Mushegian
D263_A	D263	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	NET	28	J6	NOV7J6	38	N3	d5	8	p3	NA	NA	4.37160347	4.62	8	inter	2.88	2.905454545	0	p303_Alexandra_Mushegian
D263_B	D263	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	NET	28	J6	NOV7J6	38	N3	d5	8	p3	NA	NA	4.37160347	4.62	8	inter	2.88	2.905454545	0	p303_Alexandra_Mushegian
D262_A	D262	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	28	J6	NOV7J6	5	A1	d5	8	p3	NA	NA	5.23349615	4.62	8	inter	2.92	2.905454545	0	p303_Alexandra_Mushegian
D262_B	D262	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	28	J6	NOV7J6	5	A1	d5	8	p3	NA	NA	5.23349615	4.62	8	inter	2.92	2.905454545	0	p303_Alexandra_Mushegian
D250_A	D250	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	29	J1	NOV7J1	18	A1	d5	8	p3	NA	NA	4.867791467	4.62	8	inter	3.04	2.905454545	1	p303_Alexandra_Mushegian
D250_B	D250	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	29	J1	NOV7J1	18	A1	d5	8	p3	NA	NA	4.867791467	4.62	8	inter	3.04	2.905454545	1	p303_Alexandra_Mushegian
D247_A	D247	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	30	J7	NOV7J7	27	A1	d2	2	p1	NA	NA	4.868121089	4.62	8	inter	3.04	2.905454545	1	p303_Alexandra_Mushegian
D247_B	D247	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	AUT	30	J7	NOV7J7	27	A1	d2	2	p1	NA	NA	4.868121089	4.62	8	inter	3.04	2.905454545	1	p303_Alexandra_Mushegian
D248_A	D248	A	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	NET	30	J7	NOV7J7	48	N4	d3	4	p2	NA	NA	4.530622257	4.62	8	inter	3.28	2.905454545	1	p303_Alexandra_Mushegian
D248_B	D248	B	MiSeq_300	Run160208	animal	NA	NOV7	NO-V-7	NET	30	J7	NOV7J7	48	N4	d3	4	p2	NA	NA	4.530622257	4.62	8	inter	3.28	2.905454545	1	p303_Alexandra_Mushegian
